"x,","y,","z,",Info,Číslo,Foto
18.722763,48.521607 ,0,Hrad Revište ,1,
18.863197,48.585235 ,0,Kaštieľ v Žiari nad Hronom ,2,
18.900003,48.579162 ,0,Hrad Šášov ,3,
19.050679,48.543727 ,0,Kaštieľ Ostrolúckych ,4,
